test,recommender,level,family,horizon,cell,env_id,cap,base_seed,hypothesis,pre_registered,label,policy,reference,status,delta,lo,hi,se,win,n_cells,n_episodes,n_envs,cluster_lo,cluster_hi,cluster_se,cluster_p,cluster_p_sign,cluster_boot_t_lo,cluster_boot_t_hi,cluster_pct_lo,cluster_pct_hi,cluster_min_env,cluster_max_env,cluster_degenerate,cluster_method,evaluated,ref_tuned,n_cells_excluded_untuned,params_tuned,n_boot
D,posterior_mean_shrunk,family_horizon,B,200,,,all,,H1b,True,P9_16 vs the validation-selected power schedule P3*,phi_k16,p3_star,ok,-0.0004631093591451645,-0.0014807799562811849,0.0005339750848710537,0.0005167029547199602,0.5041875,4,8000,4,-0.008483567481717481,0.0075573487634271515,0.002520217893152265,0.8659222416320703,0.75,-0.0071334726302852165,0.006384012285409654,-0.0049071510583162305,0.004050598978996277,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,family_horizon,B,200,,,all,,H2,True,P9_16 (clock+quality+evidence) vs P7 (clock+quality): e-process value,phi_k16,phi_k16_quality,not_evaluated:phi_k16_quality,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,family_horizon,B,1000,,,all,,H1a,True,"P9_16 vs cp0, the label continuation policy (necessary condition)",phi_k16,cp0,ok,-0.023890705689787864,-0.025216937449923718,-0.02261714900506195,0.0006620297540077434,0.6154375000000001,4,8000,4,-0.0641718693641306,0.016390457984554865,0.012657295617985849,0.15553725778729433,0.125,-0.8848116645331913,2.53898115415881,-0.045808654755353936,-0.001972756624221802,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,family_horizon,B,1000,,,all,,H1b,True,P9_16 vs the validation-selected power schedule P3*,phi_k16,p3_star,ok,-1.4831870794296264e-06,-9.24379490315914e-06,4.673224687576292e-06,3.5620604684215208e-06,0.49975,4,8000,4,-1.2224875183712209e-05,9.258501024852957e-06,3.3752928011537925e-06,0.6900808641598468,1.0,-1.558944282238727e-05,6.8162174986720256e-06,-8.222714066505432e-06,3.7731528282165526e-06,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,family_horizon,B,1000,,,all,,H2,True,P9_16 (clock+quality+evidence) vs P7 (clock+quality): e-process value,phi_k16,phi_k16_quality,not_evaluated:phi_k16_quality,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,family_horizon,B,2000,,,all,,H1a,True,"P9_16 vs cp0, the label continuation policy (necessary condition)",phi_k16,cp0,missing:phi_k16,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,family_horizon,B,2000,,,all,,H1b,True,P9_16 vs the validation-selected power schedule P3*,phi_k16,p3_star,missing:phi_k16,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,family_horizon,B,2000,,,all,,H2,True,P9_16 (clock+quality+evidence) vs P7 (clock+quality): e-process value,phi_k16,phi_k16_quality,not_evaluated:phi_k16_quality,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,family,A,all,,,all,,H1a,True,"P9_16 vs cp0, the label continuation policy (necessary condition)",phi_k16,cp0,ok,-0.042202776054269635,-0.043876989610801685,-0.04051143215253832,0.0008708434588803102,0.62440625,8,16000,4,-0.11219977951889423,0.027794227410354977,0.02199471624970104,0.15081996465022424,0.125,-1.4841554296632788,-0.0032786232812746507,-0.08295764615247025,-0.01299233890324831,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,family,A,all,,,all,,H1b,True,P9_16 vs the validation-selected power schedule P3*,phi_k16,p3_star,ok,-0.0001558471191674471,-0.0007624916325788944,0.0004593523225747049,0.00031325007809366294,0.5001875,8,16000,4,-0.0018202020416432684,0.001508507803308374,0.0005229797340846094,0.7851507594338853,0.75,-0.008209093704372263,0.0012041750722103157,-0.0011703913137316704,0.0007197909895330667,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,family,A,all,,,all,,H2,True,P9_16 (clock+quality+evidence) vs P7 (clock+quality): e-process value,phi_k16,phi_k16_quality,not_evaluated:phi_k16_quality,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,family,B,all,,,all,,H1a,True,"P9_16 vs cp0, the label continuation policy (necessary condition)",phi_k16,cp0,ok,-0.02886507193934813,-0.030193606432135492,-0.027523678537626984,0.0006862885718923162,0.60784375,8,16000,4,-0.07746308525833019,0.01973294137963393,0.015270646746905493,0.15511890389870378,0.125,-0.9653809755662608,0.03157667924866073,-0.054126657817600066,-0.003603486061096191,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,family,B,all,,,all,,H1b,True,P9_16 vs the validation-selected power schedule P3*,phi_k16,p3_star,ok,-0.0002322962731122971,-0.0007333271546754984,0.00026889797104522544,0.0002556824405436052,0.5019687500000001,8,16000,4,-0.004238780209072517,0.003774187662847923,0.001258932139501738,0.8653753786244753,0.75,-0.003568138042467788,0.0031869257720359783,-0.0024535755291581153,0.0020218169912695886,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,family,B,all,,,all,,H2,True,P9_16 (clock+quality+evidence) vs P7 (clock+quality): e-process value,phi_k16,phi_k16_quality,not_evaluated:phi_k16_quality,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,horizon,all,200,,,all,,H1a,True,"P9_16 vs cp0, the label continuation policy (necessary condition)",phi_k16,cp0,ok,-0.04016976586442615,-0.04203757463875263,-0.03833732815188996,0.0009568000150486028,0.6013124999999999,8,16000,8,-0.07846292573680867,-0.0018766059920436312,0.016194183852503704,0.04217886404413197,0.0078125,-0.14241250073898298,-0.011448105816027575,-0.0729932070332208,-0.013776117237173098,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,horizon,all,200,,,all,,H1b,True,P9_16 vs the validation-selected power schedule P3*,phi_k16,p3_star,ok,-0.00038740179874002936,-0.0011789391689002514,0.00040379318441264325,0.00040299470359635354,0.50228125,8,16000,8,-0.003374970865548318,0.0026001672680682594,0.0012634434687861702,0.7680494055563504,0.78125,-0.0033220429027879237,0.0023789071998754703,-0.0027341461312025785,0.00190436760499142,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,horizon,all,200,,,all,,H2,True,P9_16 (clock+quality+evidence) vs P7 (clock+quality): e-process value,phi_k16,phi_k16_quality,not_evaluated:phi_k16_quality,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,horizon,all,1000,,,all,,H1a,True,"P9_16 vs cp0, the label continuation policy (necessary condition)",phi_k16,cp0,ok,-0.030898082129191606,-0.031990398595796436,-0.029807336030050646,0.0005536317883849597,0.6309375,8,16000,8,-0.05353919728995954,-0.008256966968423669,0.00957493146977459,0.014512397049323835,0.0078125,-0.05984615906970048,-0.010952957582945393,-0.048954312123241826,-0.01421604271233082,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,horizon,all,1000,,,all,,H1b,True,P9_16 vs the validation-selected power schedule P3*,phi_k16,p3_star,ok,-7.415935397148132e-07,-4.638180416077374e-06,2.3022184148430822e-06,1.7817430427251658e-06,0.49987499999999996,8,16000,8,-4.495197214673695e-06,3.0120101352440693e-06,1.587399635451805e-06,0.6545677998021775,1.0,-5.273594224411988e-06,1.924805532860721e-06,-4.111357033252716e-06,1.8865764141082763e-06,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,horizon,all,1000,,,all,,H2,True,P9_16 (clock+quality+evidence) vs P7 (clock+quality): e-process value,phi_k16,phi_k16_quality,not_evaluated:phi_k16_quality,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,horizon,all,2000,,,all,,H1a,True,"P9_16 vs cp0, the label continuation policy (necessary condition)",phi_k16,cp0,missing:phi_k16,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,horizon,all,2000,,,all,,H1b,True,P9_16 vs the validation-selected power schedule P3*,phi_k16,p3_star,missing:phi_k16,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,horizon,all,2000,,,all,,H2,True,P9_16 (clock+quality+evidence) vs P7 (clock+quality): e-process value,phi_k16,phi_k16_quality,not_evaluated:phi_k16_quality,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
D,posterior_mean_shrunk,pooled,all,all,,,all,,H1a,True,"P9_16 vs cp0, the label continuation policy (necessary condition)",phi_k16,cp0,ok,-0.03553392399680888,-0.03663065368749467,-0.03445503086755343,0.0005559906659817683,0.616125,16,32000,8,-0.06544316781190243,-0.005624680181715323,0.012648624319465146,0.026171796875348933,0.0078125,-0.0866379480393474,-0.01247137533810521,-0.060234041595348016,-0.014836137050260729,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,pooled,all,all,,,all,,H1b,True,P9_16 vs the validation-selected power schedule P3*,phi_k16,p3_star,ok,-0.00019407169613987213,-0.0005868733876151964,0.00020010517940390851,0.00020161177925217579,0.501078125,16,32000,8,-0.0016866744187793677,0.0012985310264996234,0.0006312219464188,0.7674434691592291,0.78125,-0.0016529558547624234,0.0011912590959807178,-0.0013635881636291742,0.0009536371985450387,,,False,env_mean_t,True,True,0,True,10000
D,posterior_mean_shrunk,pooled,all,all,,,all,,H2,True,P9_16 (clock+quality+evidence) vs P7 (clock+quality): e-process value,phi_k16,phi_k16_quality,not_evaluated:phi_k16_quality,,,,,,0,0,0,,,,,,,,,,,,False,none,False,True,0,True,10000
